ns,page,sender,recipients,cardinality,timestamp
3,User talk:Ferien/Archives/2025/July,Ferien,Igor123121,1,"16:32, 2 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Igor123121,1,"12:36, 10 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Kdammers,1,"18:48, 5 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Auntof6,1,"17:09, 9 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,BRPever|Barras|Fr33kman,3,"00:01, 17 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Bobherry,1,"14:12, 22 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Fr33kman,1,"22:04, 22 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/July,Ferien,Igor123121,1,"20:13, 29 July 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Shubham Gaming Dude (2nd nomination),Ferien,Kellycrak88|Trade,2,"23:42, 18 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,BRPever|Eptalon|Fr33kman,3,"06:16, 4 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,Fr33kman,1,"04:34, 13 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,Fr33kman,1,"23:40, 19 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,Fr33kman,1,"13:13, 20 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,BRPever,1,"12:35, 20 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,BRPever|Eptalon|Fr33kman,3,"23:25, 21 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,Fr33kman,1,"13:40, 27 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,BRPever|Fr33kman,2,"12:05, 22 August 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-08,MathXplore,Fr33kman,1,"13:10, 29 August 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Clan Commane,Trade,Arcaist|Committeeinstructive|Daniel Plumber|Fr33kman|Harbhajan Piyale|Haseebamir|Nayyn,7,"06:54, 16 August 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/User:Aerykbacon/Aeryk & Aaron Bacon,Ferien,Auntof6|Barras,2,"23:37, 18 August 2025 (UTC)"
3,User talk:Switory,Fr33kman,Ternera,1,"17:07, 23 August 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Asrar khan,Ferien,Tanbiruzzaman,1,"20:03, 29 August 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Auntof6,CountryANDWestern|Malairen,2,"03:55, 16 August 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Auntof6,TDKR Chicago 101,1,"11:41, 8 August 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Bahati11/sandbox,BotBahati,1,"08:17, 27 August 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,The Sophocrat,Interstellarity,1,"00:34, 8 September 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Canadachick,Fr33kman,1,"02:38, 24 September 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Ferien,~2025-27691-51,1,"13:34, 5 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 170,Ferien,Immanuelle,1,"13:01, 12 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Ali-o Gax rebellion,Ferien,Artash47,1,"20:46, 2 September 2025 (UTC)"
3,User talk:Barras/Archive 26,Gotitbro,Barras|Extensive7|Wekeepwhatwekill,3,"18:40, 7 December 2025 (UTC)"
3,User talk:NDG,Ferien,Plutus,1,"22:34, 14 September 2025 (UTC)"
3,User talk:~2025-57595-3,Fr33kman,Fr33kman,1,"01:43, 11 September 2025 (UTC)"
1,Talk:Mission BBQ,Ferien,~2025-60469-8,1,"22:31, 14 September 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-09,MathXplore,Fr33kman,1,"04:25, 1 September 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-09,MathXplore,Fr33kman,1,"04:31, 1 September 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-09,MathXplore,BRPever,1,"13:07, 5 September 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-09,MathXplore,BRPever,1,"12:29, 20 September 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-09,Emoticon Raw/zoomex,Fr33kman,1,"06:40, 24 September 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Philippine Association for Language Teaching,Ferien,Gotanda,1,"20:30, 18 September 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Playhouse Disney Imagine and the Learn Next After Bumper,Ferien,Tanbiruzzaman,1,"12:21, 19 September 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Flag of Saraikistan Movement,Fehufanga,Sraiki,1,"06:53, 27 September 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Narayan Maharana,Plutus,Fehufanga,1,"00:44, 7 October 2025 (UTC)"
3,User talk:MathXplore/2025/10,MathXplore,Akshadev,1,"11:40, 28 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/No Labels,Ferien,CountryANDWestern,1,"20:38, 6 October 2025 (UTC)"
3,User talk:~2025-27844-82,Ferien,~2025-28275-69,1,"23:10, 9 October 2025 (UTC)"
1,Talk:Davidson Academy,Ferien,~2025-27778-01,1,"22:28, 9 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Fiorenza Bassoli,TDKR Chicago 101,Immanuelle,1,"19:23, 11 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Fiorenza Bassoli,TDKR Chicago 101,Immanuelle,1,"19:35, 11 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Desk One,Ferien,~2025-28733-95,1,"22:12, 13 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Canadachick,Barras,1,"21:46, 13 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,CountryANDWestern,1,"19:27, 15 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Fr33kman,BigKrow,1,"02:29, 24 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,BlackJack,Barras|Eptalon|Fr33kman|Lee Vilenski,4,"10:46, 28 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Fr33kman,1,"18:40, 28 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,NDG,1,"16:33, 30 September 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,76ip|Nvdtn19|Plutus|ShadowBallX,4,"20:22, 1 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,BlackJack,MakaylaHippo1998,1,"05:40, 3 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Canadachick,Barras|Fr33kman,2,"16:08, 4 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,MakaylaHippo1998,1,"22:53, 5 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Barras|Eptalon|Fr33kman|M7|Ternera,5,"22:55, 1 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Barras,1,"18:50, 4 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Fr33kman,1,"21:25, 4 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Fr33kman,1,"23:25, 4 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Fr33kman,Ferien,1,"01:11, 5 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,CountryANDWestern|Fr33kman,2,"01:23, 5 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Ternera,1,"15:57, 9 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,~2025-28132-47,MathXplore,1,"23:00, 9 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,Auntof6,1,"23:01, 9 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 87,Ferien,BRPever|Chenzw|Djsasso|Enfcer|Eptalon,5,"21:24, 9 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Bobocomics.,Ferien,~2025-29359-44,1,"19:40, 19 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Suspicious Deaths in Czech Republic after 2000,Shivam1345,CountryANDWestern,1,"16:00, 20 October 2025 (UTC)"
3,User talk:Catcus DeMeowwy/Archive 1,Ferien,Immanuelle,1,"19:10, 24 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Palki Sharma Upadhyay,Plutus,Ferien,1,"09:58, 24 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Palki Sharma Upadhyay,Ferien,Plutus,1,"10:00, 24 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Template:Wait,Fehufanga,~2025-28612-68,1,"07:05, 2 November 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Ali Ehsani (television actor),Plutus,Tanbiruzzaman,1,"07:57, 31 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Karauli Princely State,Ferien,Johndmafia,1,"10:15, 10 November 2025 (UTC)"
3,User talk:Ferien/Archives/2025/August,Ferien,Asteralee,1,"16:45, 31 July 2025 (UTC)"
3,User talk:Ferien/Archives/2025/August,Ferien,Asteralee,1,"22:25, 31 August 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien/A4,BlackJack,1,"21:26, 1 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,BlackJack,Ferien,1,"21:37, 1 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,Fr33kman,1,"12:37, 2 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,Fr33kman,1,"23:14, 2 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-27498-24,1,"23:30, 2 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-27897-80,1,"20:17, 6 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-27778-01,1,"22:16, 6 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,Plutus,1,"00:59, 7 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-28094-91,1,"15:56, 8 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-28236-43,1,"13:12, 9 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,BlackJack,1,"14:42, 11 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,2005-Fan,1,"17:45, 18 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,canadachick,1,"17:40, 18 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,MrBeardalien|~2025-30050-64,2,"17:00, 25 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,MrBeardalien,1,"17:18, 25 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,MrBeardalien,1,"14:46, 26 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-29918-45,1,"14:45, 26 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,~2025-29918-45,1,"14:48, 26 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/October,Ferien,Olivia Klacik,1,"12:30, 27 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/September,Ferien,Vermont,1,"19:07, 3 September 2025 (UTC)"
3,User talk:Ferien/Archives/2025/September,Ferien,Plutus,1,"23:07, 26 September 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 171,Auntof6,TDKR Chicago 101,1,"01:54, 13 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 171,QuicoleJR,Immanuelle,1,"18:33, 15 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 171,Ferien,Immanuelle,1,"20:55, 20 October 2025 (UTC)"
5,Wikipedia talk:User page/Archive 1,Auntof6,iPad365,1,"03:07, 17 April 2018 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 88,Ferien,~2025-29340-35,1,"15:04, 21 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 88,BlackJack,Polygnotus,1,"15:54, 21 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Akiko Hayakawa,Ferien,Fankuru,1,"16:57, 6 November 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Adolf Hitler Uunona,Ferien,TheSilksongPikmin,1,"11:30, 7 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Fr33kman,Auntof6,1,"02:10, 27 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,ImprovedWikiImprovment,Ferien,1,"19:21, 30 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,ImprovedWikiImprovment,Ternera,1,"20:21, 30 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Canadachick,Immanuelle,1,"04:43, 12 October 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Ferien,Plutus,1,"12:37, 5 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Baangla,Eptalon,1,"01:52, 13 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Ferien,Immanuelle|Szmenderowiecki,2,"23:24, 12 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Baangla,Peterdownunder,1,"02:04, 13 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Baangla,Ternera,1,"19:44, 13 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,ImprovedWikiImprovment,"Contributor 118,784",1,"21:19, 16 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Baangla,Ravensfire,1,"00:22, 17 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Baangla,Ravensfire,1,"01:20, 17 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Ferien,Baangla,1,"10:49, 18 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,TDKR Chicago 101,Ternera,1,"18:05, 19 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,TDKR Chicago 101,Barras|Eptalon|Fr33kman|Immanuelle|Lee Vilenski|MrMeAndMrMe|Plutus|Ternera,8,"23:13, 24 November 2025 (UTC)"
4,Wikipedia:Simple talk/Archive 172,Ferien,Barras,1,"23:57, 27 November 2025 (UTC)"
1,Talk:Sara Bareilles,Ferien,~2025-31438-24,1,"00:10, 7 November 2025 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern,1,"13:33, 7 November 2025 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern,1,"14:43, 7 November 2025 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"04:36, 9 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Ferien,1,"19:54, 5 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"10:19, 8 December 2025 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern,1,"14:53, 8 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"04:52, 9 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Fr33kman,1,"05:00, 9 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Fr33kman,1,"18:51, 9 December 2025 (UTC)"
3,User talk:Baangla,Baangla,Immanuelle|Ravensfire|Toddy1,3,"16:51, 9 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Saroj,1,"17:33, 9 January 2026 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern,1,"12:31, 10 January 2026 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern|Immanuelle|Ravensfire|Saroj|Toddy1,5,"16:53, 10 January 2026 (UTC)"
3,User talk:Baangla,Baangla,CountryANDWestern,1,"16:34, 11 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Ravensfire,1,"23:14, 11 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Ravensfire,1,"07:54, 12 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Ravensfire|Toddy1,2,"17:28, 12 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"02:03, 13 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"10:57, 13 January 2026 (UTC)"
3,User talk:Baangla,Baangla/Sandbox1,Toddy1,1,"17:30, 13 January 2026 (UTC)"
3,User talk:Baangla,Baangla/Sandbox1,Toddy1,1,"18:01, 13 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"23:45, 13 January 2026 (UTC)"
3,User talk:Baangla,Baangla/Sandbox1,Toddy1,1,"07:38, 14 January 2026 (UTC)"
3,User talk:Baangla,Baangla/Sandbox1,Toddy1,1,"15:33, 14 January 2026 (UTC)"
3,User talk:Baangla,Baangla/Sandbox1,Ravensfire,1,"12:18, 15 January 2026 (UTC)"
3,User talk:Baangla,Baangla,Toddy1,1,"04:09, 25 March 2026 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 90,Ferien,BlackJack,1,"19:00, 24 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 90,BlackJack,Ferien,1,"20:27, 24 October 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Nejat Immigration,Ferien,Mark Rekon|Mohammad Amin Nejat,2,"21:55, 17 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Cracktastic Science,1,"17:32, 25 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Cracktastic Science,1,"00:07, 29 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,M7,M7,1,"14:01, 1 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Operator873,1,"13:06, 12 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Eptalon,1,"22:34, 16 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Ravensfire,1,"17:22, 25 October 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Ravensfire,1,"07:13, 3 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Mathglot|Plutus,2,"11:39, 8 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,ImprovedWikiImprovment,1,"11:42, 8 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,ImprovedWikiImprovment,Ferien,1,"12:05, 8 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,ImprovedWikiImprovment,Ferien,1,"12:14, 8 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Asilvering,BlackJack,1,"09:57, 14 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Asilvering,1,"10:23, 14 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,BlackJack,Ferien,1,"11:56, 14 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,BlackJack,Asilvering,1,"11:55, 14 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Baangla,Asilvering,1,"19:02, 15 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Baangla,Asilvering,1,"18:32, 18 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Ferien,Beast4U,1,"15:26, 13 November 2025 (UTC)"
4,Wikipedia:Administrators' noticeboard/Current issues and requests archive 91,Beast4U,Fehufanga,1,"15:30, 13 November 2025 (UTC)"
3,User talk:~2025-33148-37,Fehufanga,Auntof6|Bsadowski1|Chenzw|Fehufanga,4,"02:23, 13 November 2025 (UTC)"
1,Talk:Silva Method,Baangla,Ravensfire,1,"18:45, 21 November 2025 (UTC)"
1,Talk:Silva Method,Baangla,Ravensfire,1,"19:14, 21 November 2025 (UTC)"
1,Talk:Silva Method,Baangla,Ravensfire,1,"01:59, 22 November 2025 (UTC)"
1,Talk:Silva Method,Baangla,Ferien,1,"20:18, 5 December 2025 (UTC)"
1,Talk:Silva Method,Ferien,Baangla,1,"21:40, 5 December 2025 (UTC)"
1,Talk:Silva Method,Baangla,Ferien,1,"02:08, 6 December 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Governement clean water,Ferien,Passengerpigeon,1,"22:44, 30 November 2025 (UTC)"
1,Talk:Radical right (Europe),Caro de Segeda,User:Passengerpigeon,1,"20:29, 24 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Tanbiruzzaman,1,"12:17, 24 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Eptalon,1,"19:46, 24 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Tanbiruzzaman,1,"20:25, 24 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Toddy1,1,"22:36, 28 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Ravensfire,1,"18:54, 29 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Zubarkokar,1,"19:41, 29 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Eptalon,1,"23:39, 29 November 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Ravensfire,1,"16:12, 1 December 2025 (UTC)"
1,Talk:Women in Islam,Baangla,Ravensfire|Toddy1,2,"18:43, 1 December 2025 (UTC)"
1,Talk:NHL entry draft,Fehufanga,BigKrow,1,"01:53, 25 November 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Kibble,Ferien,Julipero,1,"16:02, 25 November 2025 (UTC)"
3,User talk:LightandDark2000,CountryANDWestern,Ferien,1,"03:33, 25 December 2025 (UTC)"
4,Wikipedia:Requests for deletion/Requests/2025/Agartha,Ferien,Passengerpigeon,1,"13:11, 7 December 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-10,MathXplore,Fr33kman,1,"08:56, 16 October 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-10,MathXplore,Fr33kman,1,"05:24, 26 October 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-10,MathXplore,BRPever|Eptalon|Fr33kman,3,"23:22, 27 October 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-10,Plutus,Fr33kman,1,"09:57, 5 November 2025 (UTC)"
4,Wikipedia:Requests for checkuser/Archives/2025-10,Ferien,Girth Summit,1,"14:26, 8 November 2025 (UTC)"
1,Talk:Deir Yassin,Ferien,Abo nehbil,1,"19:34, 5 December 2025 (UTC)"
3,User talk:Ferien/Archives/2025/November,Ferien,Auntof6|~2025-28382-09,2,"13:19, 31 October 2025 (UTC)"
3,User talk:Ferien/Archives/2025/November,Ferien,CountryANDWestern,1,"15:35, 2 November 2025 (UTC)"
